starttime	seconds	ctime	dtime	ttime	wait
Mon Jul 25 21:37:38 2016	1469493458	0	12	12	12
Mon Jul 25 21:37:38 2016	1469493458	0	12	12	12
Mon Jul 25 21:37:38 2016	1469493458	0	12	12	12
Mon Jul 25 21:37:38 2016	1469493458	0	12	12	12
Mon Jul 25 21:37:38 2016	1469493458	2	10	12	10
Mon Jul 25 21:37:38 2016	1469493458	2	11	12	11
Mon Jul 25 21:37:38 2016	1469493458	2	11	12	11
Mon Jul 25 21:37:38 2016	1469493458	1	11	12	11
Mon Jul 25 21:37:38 2016	1469493458	1	11	12	11
Mon Jul 25 21:37:38 2016	1469493458	1	11	12	11
Mon Jul 25 21:37:38 2016	1469493458	2	11	12	10
Mon Jul 25 21:37:38 2016	1469493458	0	12	12	12
Mon Jul 25 21:37:38 2016	1469493458	0	12	12	12
Mon Jul 25 21:37:38 2016	1469493458	8	6	13	5
Mon Jul 25 21:37:38 2016	1469493458	1	12	13	12
Mon Jul 25 21:37:38 2016	1469493458	8	6	13	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	13	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	13	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	13	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	13	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	13	5
Mon Jul 25 21:37:38 2016	1469493458	1	12	13	12
Mon Jul 25 21:37:38 2016	1469493458	8	5	13	4
Mon Jul 25 21:37:38 2016	1469493458	8	6	14	5
Mon Jul 25 21:37:38 2016	1469493458	8	5	14	5
Mon Jul 25 21:37:38 2016	1469493458	8	5	14	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	14	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	14	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	14	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	14	5
Mon Jul 25 21:37:38 2016	1469493458	8	6	14	5
Mon Jul 25 21:37:38 2016	1469493458	2	12	14	12
Mon Jul 25 21:37:38 2016	1469493458	2	12	14	12
Mon Jul 25 21:37:38 2016	1469493458	8	6	14	6
Mon Jul 25 21:37:38 2016	1469493458	0	14	14	14
Mon Jul 25 21:37:38 2016	1469493458	2	12	14	12
Mon Jul 25 21:37:38 2016	1469493458	2	12	14	12
Mon Jul 25 21:37:38 2016	1469493458	2	13	14	12
Mon Jul 25 21:37:38 2016	1469493458	2	13	14	13
Mon Jul 25 21:37:38 2016	1469493458	2	13	14	13
Mon Jul 25 21:37:38 2016	1469493458	2	13	14	13
Mon Jul 25 21:37:38 2016	1469493458	1	13	14	13
Mon Jul 25 21:37:38 2016	1469493458	4	11	14	10
Mon Jul 25 21:37:38 2016	1469493458	1	13	14	13
Mon Jul 25 21:37:38 2016	1469493458	4	10	14	7
Mon Jul 25 21:37:38 2016	1469493458	4	11	15	10
Mon Jul 25 21:37:38 2016	1469493458	4	11	15	10
Mon Jul 25 21:37:38 2016	1469493458	4	11	15	10
Mon Jul 25 21:37:38 2016	1469493458	1	13	15	13
Mon Jul 25 21:37:38 2016	1469493458	1	13	15	13
Mon Jul 25 21:37:38 2016	1469493458	1	13	15	13
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	14
Mon Jul 25 21:37:38 2016	1469493458	2	13	15	13
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	6
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	6
Mon Jul 25 21:37:38 2016	1469493458	6	8	15	6
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	6
Mon Jul 25 21:37:38 2016	1469493458	1	13	15	13
Mon Jul 25 21:37:38 2016	1469493458	1	13	15	13
Mon Jul 25 21:37:38 2016	1469493458	4	10	15	7
Mon Jul 25 21:37:38 2016	1469493458	4	11	15	10
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	14
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	6
Mon Jul 25 21:37:38 2016	1469493458	4	11	15	10
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	13
Mon Jul 25 21:37:38 2016	1469493458	1	13	15	13
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	13
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	6
Mon Jul 25 21:37:38 2016	1469493458	4	11	15	10
Mon Jul 25 21:37:38 2016	1469493458	0	15	15	15
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	14
Mon Jul 25 21:37:38 2016	1469493458	0	15	15	15
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	6
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	14
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	14
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	6
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	14
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	6
Mon Jul 25 21:37:38 2016	1469493458	0	15	15	15
Mon Jul 25 21:37:38 2016	1469493458	0	15	15	15
Mon Jul 25 21:37:38 2016	1469493458	0	15	15	15
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	7
Mon Jul 25 21:37:38 2016	1469493458	0	15	15	15
Mon Jul 25 21:37:38 2016	1469493458	5	11	15	7
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	7
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	11
Mon Jul 25 21:37:38 2016	1469493458	7	8	15	7
Mon Jul 25 21:37:38 2016	1469493458	1	14	15	14
Mon Jul 25 21:37:38 2016	1469493458	0	15	15	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	8	8	16	7
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	4	12	16	11
Mon Jul 25 21:37:38 2016	1469493458	2	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	16	16	16
Mon Jul 25 21:37:38 2016	1469493458	1	16	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	16	15
Mon Jul 25 21:37:38 2016	1469493458	4	12	16	11
Mon Jul 25 21:37:38 2016	1469493458	1	15	16	15
Mon Jul 25 21:37:38 2016	1469493458	2	15	16	14
Mon Jul 25 21:37:38 2016	1469493458	1	16	16	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	16	16
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	15
Mon Jul 25 21:37:38 2016	1469493458	2	15	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	0	17	17	12
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	8
Mon Jul 25 21:37:38 2016	1469493458	2	15	17	15
Mon Jul 25 21:37:38 2016	1469493458	2	15	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	15
Mon Jul 25 21:37:38 2016	1469493458	2	15	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	15
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	14
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	8
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	14
Mon Jul 25 21:37:38 2016	1469493458	0	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	9
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	9
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	0	17	17	16
Mon Jul 25 21:37:38 2016	1469493458	0	17	17	16
Mon Jul 25 21:37:38 2016	1469493458	0	17	17	16
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	8
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	13	17	11
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	14
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	2	15	17	14
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	9
Mon Jul 25 21:37:38 2016	1469493458	0	17	17	16
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	3	13	17	11
Mon Jul 25 21:37:38 2016	1469493458	7	10	17	9
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	8
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	14
Mon Jul 25 21:37:38 2016	1469493458	2	15	17	14
Mon Jul 25 21:37:38 2016	1469493458	4	13	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	9
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	8
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	15	17	14
Mon Jul 25 21:37:38 2016	1469493458	2	15	17	14
Mon Jul 25 21:37:38 2016	1469493458	0	17	17	17
Mon Jul 25 21:37:38 2016	1469493458	2	15	17	14
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	8
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	4	13	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	10
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	10
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	10
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	10
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	10
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	10
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	10
Mon Jul 25 21:37:38 2016	1469493458	4	13	17	11
Mon Jul 25 21:37:38 2016	1469493458	4	13	17	11
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	8
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	10
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	10
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	16
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	10
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	10
Mon Jul 25 21:37:38 2016	1469493458	4	13	17	11
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	10
Mon Jul 25 21:37:38 2016	1469493458	1	17	17	15
Mon Jul 25 21:37:38 2016	1469493458	0	17	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	17	17	15
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	14
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	8
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	10
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	11
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	10
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	10
Mon Jul 25 21:37:38 2016	1469493458	1	16	17	14
Mon Jul 25 21:37:38 2016	1469493458	6	11	17	10
Mon Jul 25 21:37:38 2016	1469493458	0	17	17	17
Mon Jul 25 21:37:38 2016	1469493458	3	14	17	10
Mon Jul 25 21:37:38 2016	1469493458	0	17	17	17
Mon Jul 25 21:37:38 2016	1469493458	7	11	18	10
Mon Jul 25 21:37:38 2016	1469493458	7	11	18	10
Mon Jul 25 21:37:38 2016	1469493458	7	11	18	10
Mon Jul 25 21:37:38 2016	1469493458	7	11	18	10
Mon Jul 25 21:37:38 2016	1469493458	7	11	18	10
Mon Jul 25 21:37:38 2016	1469493458	7	11	18	10
Mon Jul 25 21:37:38 2016	1469493458	7	11	18	10
Mon Jul 25 21:37:38 2016	1469493458	3	14	18	11
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	16
Mon Jul 25 21:37:38 2016	1469493458	11	7	18	6
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	15
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	14
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	16
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	16
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	16
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	15
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	17
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	14
Mon Jul 25 21:37:38 2016	1469493458	7	11	18	9
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	17
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	17
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	14
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	14
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	17
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	14
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	17
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	14
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	14
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	17
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	17
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	15
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	17
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	14
Mon Jul 25 21:37:38 2016	1469493458	1	17	18	17
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	15
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	17
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	15
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	17
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	1	18	18	17
Mon Jul 25 21:37:38 2016	1469493458	1	18	18	17
Mon Jul 25 21:37:38 2016	1469493458	1	18	18	17
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	15
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	18
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	18
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	18
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	18
Mon Jul 25 21:37:38 2016	1469493458	5	14	18	12
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	5	14	18	12
Mon Jul 25 21:37:38 2016	1469493458	1	18	18	17
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	18
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	15
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	18
Mon Jul 25 21:37:38 2016	1469493458	3	15	18	15
Mon Jul 25 21:37:38 2016	1469493458	2	16	18	15
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	18
Mon Jul 25 21:37:38 2016	1469493458	0	18	18	18
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	18
Mon Jul 25 21:37:38 2016	1469493458	6	12	19	11
Mon Jul 25 21:37:38 2016	1469493458	0	18	19	18
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	18
Mon Jul 25 21:37:38 2016	1469493458	1	17	19	17
Mon Jul 25 21:37:38 2016	1469493458	1	17	19	17
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	18
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	18
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	17
Mon Jul 25 21:37:38 2016	1469493458	11	8	19	7
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	17
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	17
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	17
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	17
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	17
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	17
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	17
Mon Jul 25 21:37:38 2016	1469493458	11	8	19	7
Mon Jul 25 21:37:38 2016	1469493458	4	15	19	15
Mon Jul 25 21:37:38 2016	1469493458	4	15	19	15
Mon Jul 25 21:37:38 2016	1469493458	4	15	19	15
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	18
Mon Jul 25 21:37:38 2016	1469493458	4	15	19	14
Mon Jul 25 21:37:38 2016	1469493458	4	15	19	14
Mon Jul 25 21:37:38 2016	1469493458	4	15	19	14
Mon Jul 25 21:37:38 2016	1469493458	4	15	19	14
Mon Jul 25 21:37:38 2016	1469493458	5	14	19	14
Mon Jul 25 21:37:38 2016	1469493458	4	14	19	14
Mon Jul 25 21:37:38 2016	1469493458	5	14	19	14
Mon Jul 25 21:37:38 2016	1469493458	4	14	19	14
Mon Jul 25 21:37:38 2016	1469493458	4	15	19	15
Mon Jul 25 21:37:38 2016	1469493458	2	17	19	15
Mon Jul 25 21:37:38 2016	1469493458	11	8	19	7
Mon Jul 25 21:37:38 2016	1469493458	3	16	19	12
Mon Jul 25 21:37:38 2016	1469493458	3	16	19	12
Mon Jul 25 21:37:38 2016	1469493458	3	16	19	12
Mon Jul 25 21:37:38 2016	1469493458	3	16	19	12
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	17
Mon Jul 25 21:37:38 2016	1469493458	3	16	19	12
Mon Jul 25 21:37:38 2016	1469493458	11	8	19	7
Mon Jul 25 21:37:38 2016	1469493458	7	12	19	11
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	14
Mon Jul 25 21:37:38 2016	1469493458	7	12	19	11
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	11	8	19	7
Mon Jul 25 21:37:38 2016	1469493458	7	12	19	11
Mon Jul 25 21:37:38 2016	1469493458	7	12	19	11
Mon Jul 25 21:37:38 2016	1469493458	7	13	19	11
Mon Jul 25 21:37:38 2016	1469493458	7	12	19	11
Mon Jul 25 21:37:38 2016	1469493458	7	13	19	11
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	18
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	18
Mon Jul 25 21:37:38 2016	1469493458	7	13	19	11
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	18
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	18
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	18
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	18
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	14
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	18
Mon Jul 25 21:37:38 2016	1469493458	11	9	19	7
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	18
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	7	13	19	11
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	1	18	19	18
Mon Jul 25 21:37:38 2016	1469493458	7	13	19	11
Mon Jul 25 21:37:38 2016	1469493458	0	19	19	19
Mon Jul 25 21:37:38 2016	1469493458	7	12	20	9
Mon Jul 25 21:37:38 2016	1469493458	11	9	20	7
Mon Jul 25 21:37:38 2016	1469493458	7	12	20	9
Mon Jul 25 21:37:38 2016	1469493458	7	12	20	9
Mon Jul 25 21:37:38 2016	1469493458	7	12	20	9
Mon Jul 25 21:37:38 2016	1469493458	7	12	20	10
Mon Jul 25 21:37:38 2016	1469493458	0	19	20	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	20	19
Mon Jul 25 21:37:38 2016	1469493458	7	12	20	9
Mon Jul 25 21:37:38 2016	1469493458	8	12	20	9
Mon Jul 25 21:37:38 2016	1469493458	0	20	20	19
Mon Jul 25 21:37:38 2016	1469493458	11	9	20	7
Mon Jul 25 21:37:38 2016	1469493458	1	19	20	19
Mon Jul 25 21:37:38 2016	1469493458	1	18	20	18
Mon Jul 25 21:37:38 2016	1469493458	0	20	20	20
Mon Jul 25 21:37:38 2016	1469493458	0	20	20	19
Mon Jul 25 21:37:38 2016	1469493458	0	19	20	18
Mon Jul 25 21:37:38 2016	1469493458	0	20	20	19
Mon Jul 25 21:37:38 2016	1469493458	2	18	20	17
Mon Jul 25 21:37:38 2016	1469493458	2	18	20	17
Mon Jul 25 21:37:38 2016	1469493458	2	18	20	17
Mon Jul 25 21:37:38 2016	1469493458	5	15	20	11
Mon Jul 25 21:37:38 2016	1469493458	5	15	20	11
Mon Jul 25 21:37:38 2016	1469493458	11	9	20	8
Mon Jul 25 21:37:38 2016	1469493458	5	15	20	13
Mon Jul 25 21:37:38 2016	1469493458	0	20	20	20
Mon Jul 25 21:37:38 2016	1469493458	1	19	20	19
Mon Jul 25 21:37:38 2016	1469493458	5	15	20	13
Mon Jul 25 21:37:38 2016	1469493458	1	19	20	19
Mon Jul 25 21:37:38 2016	1469493458	0	20	20	20
Mon Jul 25 21:37:38 2016	1469493458	1	19	20	19
Mon Jul 25 21:37:38 2016	1469493458	5	15	20	13
Mon Jul 25 21:37:38 2016	1469493458	11	9	20	8
Mon Jul 25 21:37:38 2016	1469493458	5	15	20	13
Mon Jul 25 21:37:38 2016	1469493458	0	20	20	20
Mon Jul 25 21:37:38 2016	1469493458	6	14	20	11
